Index,Post_Date,Year,Month,City,Post_Type,Post_Details,Likes,Shares,Comments,Post_Link,Page
450,45729.00,2025,3,Beirut,Tech,Launch event for Alexandria held in Dubai.,6082,2175,658,https://example.com/post/450,ArabsNews
451,45575.00,2024,10,??????????,Tech,AI tech breakthrough reported.,935,922,1040,https://example.com/post/451,ArabsNews
452,45357.00,2024,3,Riyadh,Educational,Scholarship applications open for Riyadh students.,2226,861,4982,https://example.com/post/452,ArabsNews
453,45813.00,2025,6,Beirut,Health,Health awareness campaign in Beirut.,6410,1900,1683,https://example.com/post/453,ArabsNews
454,45334.00,2024,2,Beirut,Political,Election updates from Beirut.,2322,536,3668,https://example.com/post/454,ArabsNews
455,45683.00,2025,1,Beirut,Entertainment,Movie trailer released: 'Beirut'.,263,2645,1225,https://example.com/post/455,ArabsNews
456,45373.00,2024,3,Riyadh,Religious,Event: Eid celebrations in Riyadh.,1168,1750,1190,https://example.com/post/456,ArabsNews
457,45490.00,2024,7,Jeddah,Football,Fan reactions after Jeddah win.,801,2168,3992,https://example.com/post/457,ArabsNews
458,45810.00,2025,6,Jeddah,Educational,Results declared for Jeddah exams.,5020,1352,3712,https://example.com/post/458,ArabsNews
459,45638.00,2024,12,Doha,Educational,Workshop on AI held in Doha.,2902,2452,3860,https://example.com/post/459,ArabsNews
460,45704.00,2025,2,Riyadh,Educational,Results declared for Riyadh exams.,1088,1297,2520,https://example.com/post/460,ArabsNews
461,45823.00,2025,6,Amman,Local News,Water supply disruption in Amman.,3651,601,3622,https://example.com/post/461,ArabsNews
462,45318.00,2024,1,Jeddah,Weather Alert,High temperatures expected in Jeddah.,3305,132,440,https://example.com/post/462,ArabsNews
463,45311.00,2024,1,Jeddah,Educational,Workshop on AI held in Jeddah.,6396,1501,2479,https://example.com/post/463,ArabsNews
464,45492.00,2024,7,Jeddah,Weather Alert,Storm warning issued in Jeddah.,2888,1211,1519,https://example.com/post/464,ArabsNews
465,45467.00,2024,6,Cairo,Political,Election updates from Cairo.,9090,689,524,https://example.com/post/465,ArabsNews
466,45550.00,2024,9,Amman,Political,Election updates from Amman.,4927,2302,4795,https://example.com/post/466,ArabsNews
467,45514.00,2024,8,Beirut,Tech,Top 5 gadgets of 2025.,7457,2613,1475,https://example.com/post/467,ArabsNews
468,45691.00,2025,2,Riyadh,Football,Fan reactions after Riyadh win.,2425,2445,3115,https://example.com/post/468,ArabsNews
469,45668.00,2025,1,Doha,Local News,New traffic rule enforced in Doha.,8507,1175,4789,https://example.com/post/469,ArabsNews
470,45791.00,2025,5,Dubai,Local News,Market fire reported in Dubai.,6549,1154,2980,https://example.com/post/470,ArabsNews
471,45577.00,2024,10,Alexandria,Health,Vaccination drive starts in Alexandria.,5590,260,531,https://example.com/post/471,ArabsNews
472,45536.00,2024,9,Riyadh,Weather Alert,Rainfall forecast updated.,2042,2061,2906,https://example.com/post/472,ArabsNews
473,45758.00,2025,4,Jeddah,Religious,Prayer times updated for Jeddah.,8504,1083,1853,https://example.com/post/473,ArabsNews
474,45533.00,2024,8,Dubai,Entertainment,Movie trailer released: 'Dubai'.,5104,698,4999,https://example.com/post/474,ArabsNews
475,45559.00,2024,9,Riyadh,Tech,Top 5 gadgets of 2025.,4102,1219,3128,https://example.com/post/475,ArabsNews
476,45395.00,2024,4,Jeddah,Health,Vaccination drive starts in Jeddah.,1928,1740,218,https://example.com/post/476,ArabsNews
477,45698.00,2025,2,Alexandria,Tech,Launch event for Amman held in Doha.,1419,2235,3364,https://example.com/post/477,ArabsNews
478,45468.00,2024,6,Amman,Educational,Workshop on AI held in Amman.,8800,2897,4843,https://example.com/post/478,ArabsNews
479,45331.00,2024,2,Amman,Health,New hospital opens in Amman.,484,1275,2661,https://example.com/post/479,ArabsNews
480,45417.00,2024,5,Doha,Local News,Market fire reported in Doha.,8135,125,4972,https://example.com/post/480,ArabsNews
481,45446.00,2024,6,Amman,Weather Alert,Storm warning issued in Amman.,452,153,4748,https://example.com/post/481,ArabsNews
482,45764.00,2025,4,Doha,Football,Match result: Alexandria vs Dubai ended in a draw.,6881,1160,1386,https://example.com/post/482,ArabsNews
483,45711.00,2025,2,Amman,Religious,Charity campaign launched in Amman.,5309,2945,2921,https://example.com/post/483,ArabsNews
484,45458.00,2024,6,Dubai,Entertainment,Movie trailer released: 'Dubai'.,4815,1224,1226,https://example.com/post/484,ArabsNews
485,45774.00,2025,4,Dubai,Football,Fan reactions after Dubai win.,6502,1668,3661,https://example.com/post/485,ArabsNews
486,45790.00,2025,5,Jeddah,Religious,Charity campaign launched in Jeddah.,4616,311,4066,https://example.com/post/486,ArabsNews
487,45332.00,2024,2,Beirut,Educational,Results declared for Beirut exams.,8559,1697,2569,https://example.com/post/487,ArabsNews
488,45445.00,2024,6,Amman,Entertainment,Celebrity spotted in Amman.,9949,1816,3409,https://example.com/post/488,ArabsNews
489,45558.00,2024,9,Alexandria,Health,Health awareness campaign in Alexandria.,5347,243,2897,https://example.com/post/489,ArabsNews
490,45399.00,2024,4,Cairo,Tech,Top 5 gadgets of 2025.,8715,1974,855,https://example.com/post/490,ArabsNews
491,45817.00,2025,6,Dubai,Local News,New traffic rule enforced in Dubai.,7663,2084,3298,https://example.com/post/491,ArabsNews
492,45582.00,2024,10,Amman,Local News,New traffic rule enforced in Amman.,7386,1121,2250,https://example.com/post/492,ArabsNews
493,45345.00,2024,2,Alexandria,Local News,New traffic rule enforced in Alexandria.,2354,2569,1859,https://example.com/post/493,ArabsNews
494,45790.00,2025,5,Alexandria,Health,New hospital opens in Alexandria.,4866,1155,3506,https://example.com/post/494,ArabsNews
495,45425.00,2024,5,Dubai,Tech,Launch event for Baghdad held in Alexandria.,124,1412,3008,https://example.com/post/495,ArabsNews
496,45530.00,2024,8,Baghdad,Educational,Scholarship applications open for Baghdad students.,9993,2724,3856,https://example.com/post/496,ArabsNews
497,45568.00,2024,10,Riyadh,Weather Alert,Storm warning issued in Riyadh.,4313,51,3310,https://example.com/post/497,ArabsNews
498,45737.00,2025,3,Doha,Religious,Charity campaign launched in Doha.,3706,2051,1800,https://example.com/post/498,ArabsNews
499,45769.00,2025,4,Dubai,Political,New policy reform announced in Dubai.,7068,2868,1833,https://example.com/post/499,ArabsNews
500,45545.00,2024,9,Amman,Educational,Scholarship applications open for Amman students.,7181,80,3535,https://example.com/post/500,ArabsNews
501,45458.00,2024,6,Doha,Political,New policy reform announced in Doha.,848,2270,1962,https://example.com/post/501,ArabsNews
502,45581.00,2024,10,Alexandria,Local News,Market fire reported in Alexandria.,4781,362,580,https://example.com/post/502,ArabsNews
503,45778.00,2025,5,Alexandria,Local News,Water supply disruption in Alexandria.,95760,2917,995,https://example.com/post/503,ArabsNews
504,45549.00,2024,9,Jeddah,Educational,Workshop on AI held in Jeddah.,7114,2143,4518,https://example.com/post/504,ArabsNews
505,45661.00,2025,1,Baghdad,Local News,New traffic rule enforced in Baghdad.,8351,1277,3489,https://example.com/post/505,ArabsNews
506,45787.00,2025,5,Dubai,Political,Election updates from Dubai.,1758,2860,2923,https://example.com/post/506,ArabsNews
507,45537.00,2024,9,Jeddah,Tech,Top 5 gadgets of 2025.,762,2503,1758,https://example.com/post/507,ArabsNews
508,45602.00,2024,11,Baghdad,Political,New policy reform announced in Baghdad.,7808,508,1961,https://example.com/post/508,ArabsNews
509,45708.00,2025,2,Amman,Local News,Market fire reported in Amman.,8617,1420,2297,https://example.com/post/509,ArabsNews
510,45441.00,2024,5,Dubai,Tech,AI tech breakthrough reported.,5298,214,1847,https://example.com/post/510,ArabsNews
511,45440.00,2024,5,Jeddah,Religious,Prayer times updated for Jeddah.,703,2586,3314,https://example.com/post/511,ArabsNews
512,45454.00,2024,6,Cairo,Tech,Top 5 gadgets of 2025.,2944,2327,2001,https://example.com/post/512,ArabsNews
513,45734.00,2025,3,Doha,Religious,Prayer times updated for Doha.,9959,647,1570,https://example.com/post/513,ArabsNews
514,45594.00,2024,10,Baghdad,Health,Vaccination drive starts in Baghdad.,9406,141,3922,https://example.com/post/514,ArabsNews
515,45443.00,2024,5,Riyadh,Football,Match result: Alexandria vs Beirut ended in a loss.,1795,413,702,https://example.com/post/515,ArabsNews
516,45517.00,2024,8,Alexandria,Entertainment,Movie trailer released: 'Alexandria'.,8746,766,2604,https://example.com/post/516,ArabsNews
517,45317.00,2024,1,Alexandria,Religious,Event: Eid celebrations in Alexandria.,7436,860,4454,https://example.com/post/517,ArabsNews
518,45658.00,2025,1,Jeddah,Tech,AI tech breakthrough reported.,5242,1367,2828,https://example.com/post/518,ArabsNews
519,45740.00,2025,3,Riyadh,Local News,New traffic rule enforced in Riyadh.,1440,228,3320,https://example.com/post/519,ArabsNews
520,45600.00,2024,11,Jeddah,Educational,Workshop on AI held in Jeddah.,9383,2116,4409,https://example.com/post/520,ArabsNews
521,45796.00,2025,5,Doha,Entertainment,Concert announced in Doha.,1797,295,3235,https://example.com/post/521,ArabsNews
522,45386.00,2024,4,Dubai,Tech,Launch event for Baghdad held in Alexandria.,7267,1175,1821,https://example.com/post/522,ArabsNews
523,45507.00,2024,8,Dubai,Entertainment,Movie trailer released: 'Dubai'.,3279,167,2926,https://example.com/post/523,ArabsNews
524,45738.00,2025,3,Baghdad,Religious,Charity campaign launched in Baghdad.,1787,2001,373,https://example.com/post/524,ArabsNews
525,45302.00,2024,1,Alexandria,Weather Alert,Storm warning issued in Alexandria.,1978,2549,447,https://example.com/post/525,ArabsNews
526,45667.00,2025,1,Amman,Local News,Market fire reported in Amman.,1558,2944,3064,https://example.com/post/526,ArabsNews
527,45615.00,2024,11,Doha,Religious,Event: Eid celebrations in Doha.,3135,142,2700,https://example.com/post/527,ArabsNews
528,45409.00,2024,4,Riyadh,Religious,Charity campaign launched in Riyadh.,9308,323,1470,https://example.com/post/528,ArabsNews
529,45604.00,2024,11,Beirut,Educational,Scholarship applications open for Beirut students.,6805,1111,3633,https://example.com/post/529,ArabsNews
530,45607.00,2024,11,Jeddah,Football,Fan reactions after Jeddah win.,3869,2458,3648,https://example.com/post/530,ArabsNews
531,45769.00,2025,4,Dubai,Football,Fan reactions after Dubai win.,5126,1325,2071,https://example.com/post/531,ArabsNews
532,45663.00,2025,1,Amman,Health,Health awareness campaign in Amman.,4324,91,4947,https://example.com/post/532,ArabsNews
533,45306.00,2024,1,Amman,Health,Vaccination drive starts in Amman.,2218,2735,2318,https://example.com/post/533,ArabsNews
534,45680.00,2025,1,Jeddah,Health,Vaccination drive starts in Jeddah.,405,1154,1996,https://example.com/post/534,ArabsNews
535,45519.00,2024,8,Beirut,Health,New hospital opens in Beirut.,7016,1324,3846,https://example.com/post/535,ArabsNews
536,45578.00,2024,10,Beirut,Educational,Scholarship applications open for Beirut students.,6660,1162,4996,https://example.com/post/536,ArabsNews
537,45401.00,2024,4,Beirut,Entertainment,Celebrity spotted in Beirut.,4855,297,4148,https://example.com/post/537,ArabsNews
538,45514.00,2024,8,Cairo,Religious,Event: Eid celebrations in Cairo.,6366,1111,1098,https://example.com/post/538,ArabsNews
539,45328.00,2024,2,Jeddah,Political,New policy reform announced in Jeddah.,6837,2021,1217,https://example.com/post/539,ArabsNews
540,45639.00,2024,12,Beirut,Local News,Market fire reported in Beirut.,2746,2374,3890,https://example.com/post/540,ArabsNews
541,45456.00,2024,6,Doha,Football,Top 5 goals of the week in Doha league.,8139,2540,3092,https://example.com/post/541,ArabsNews
542,45606.00,2024,11,Amman,Local News,Market fire reported in Amman.,1437,1868,1275,https://example.com/post/542,ArabsNews
543,45688.00,2025,1,Cairo,Local News,Market fire reported in Cairo.,4197,1688,4408,https://example.com/post/543,ArabsNews
544,45548.00,2024,9,Doha,Weather Alert,Rainfall forecast updated.,2111,1649,173,https://example.com/post/544,ArabsNews
545,45819.00,2025,6,Doha,Football,Top 5 goals of the week in Doha league.,6070,897,473,https://example.com/post/545,ArabsNews
546,45807.00,2025,5,Cairo,Entertainment,Celebrity spotted in Cairo.,5478,2200,3588,https://example.com/post/546,ArabsNews
547,45550.00,2024,9,Dubai,Local News,Market fire reported in Dubai.,527,1176,661,https://example.com/post/547,ArabsNews
548,45725.00,2025,3,Amman,Football,Match result: Jeddah vs Jeddah ended in a draw.,3520,2216,3725,https://example.com/post/548,ArabsNews
549,45790.00,2025,5,Baghdad,Weather Alert,High temperatures expected in Baghdad.,5722,1562,3716,https://example.com/post/549,ArabsNews
550,45686.00,2025,1,Baghdad,Weather Alert,Storm warning issued in Baghdad.,5140,1155,2392,https://example.com/post/550,ArabsNews
551,45736.00,2025,3,Baghdad,Local News,Market fire reported in Baghdad.,3392,2244,2882,https://example.com/post/551,ArabsNews
552,45622.00,2024,11,Cairo,Local News,Market fire reported in Cairo.,8292,368,4809,https://example.com/post/552,ArabsNews
553,45690.00,2025,2,Amman,Football,Fan reactions after Amman win.,6534,2185,3142,https://example.com/post/553,ArabsNews
554,45495.00,2024,7,Doha,Educational,Results declared for Doha exams.,6187,36,561,https://example.com/post/554,ArabsNews
555,45731.00,2025,3,Cairo,Health,Health awareness campaign in Cairo.,8585,2716,1057,https://example.com/post/555,ArabsNews
556,45800.00,2025,5,Amman,Football,Top 5 goals of the week in Amman league.,5495,623,2867,https://example.com/post/556,ArabsNews
557,45408.00,2024,4,Amman,Religious,Event: Eid celebrations in Amman.,5371,2221,3742,https://example.com/post/557,ArabsNews
558,45600.00,2024,11,Jeddah,Local News,Market fire reported in Jeddah.,3202,2459,2803,https://example.com/post/558,ArabsNews
559,45755.00,2025,4,Riyadh,Weather Alert,Storm warning issued in Riyadh.,3704,2375,3574,https://example.com/post/559,ArabsNews
560,45740.00,2025,3,Dubai,Football,Top 5 goals of the week in Dubai league.,7369,33,1640,https://example.com/post/560,ArabsNews
561,45785.00,2025,5,Alexandria,Educational,Results declared for Alexandria exams.,3499,542,3047,https://example.com/post/561,ArabsNews
562,45405.00,2024,4,Riyadh,Entertainment,Concert announced in Riyadh.,9220,2998,2844,https://example.com/post/562,ArabsNews
563,45628.00,2024,12,Beirut,Local News,New traffic rule enforced in Beirut.,9987,71,3258,https://example.com/post/563,ArabsNews
564,45372.00,2024,3,Beirut,Tech,AI tech breakthrough reported.,2931,1548,4867,https://example.com/post/564,ArabsNews
565,45388.00,2024,4,Doha,Local News,New traffic rule enforced in Doha.,7286,2103,4609,https://example.com/post/565,ArabsNews
566,45389.00,2024,4,Jeddah,Tech,Launch event for Dubai held in Amman.,3512,661,4958,https://example.com/post/566,ArabsNews
567,45786.00,2025,5,Riyadh,Weather Alert,Rainfall forecast updated.,5851,61,700,https://example.com/post/567,ArabsNews
568,45415.00,2024,5,Doha,Tech,Launch event for Alexandria held in Doha.,1564,235,4029,https://example.com/post/568,ArabsNews
569,45457.00,2024,6,Beirut,Tech,Launch event for Doha held in Dubai.,3767,310,1686,https://example.com/post/569,ArabsNews
570,45330.00,2024,2,Cairo,Weather Alert,Rainfall forecast updated.,4993,2921,640,https://example.com/post/570,ArabsNews
571,45489.00,2024,7,Amman,Educational,Scholarship applications open for Amman students.,4074,2596,3894,https://example.com/post/571,ArabsNews
572,45680.00,2025,1,Alexandria,Religious,Charity campaign launched in Alexandria.,622,2197,3441,https://example.com/post/572,ArabsNews
573,45535.00,2024,8,Beirut,Religious,Prayer times updated for Beirut.,4835,2511,1984,https://example.com/post/573,ArabsNews
574,45690.00,2025,2,Alexandria,Tech,AI tech breakthrough reported.,7562,1250,1183,https://example.com/post/574,ArabsNews
575,45474.00,2024,7,Baghdad,Religious,Charity campaign launched in Baghdad.,5060,2982,3627,https://example.com/post/575,ArabsNews
576,45677.00,2025,1,Riyadh,Weather Alert,Storm warning issued in Riyadh.,8489,1875,4229,https://example.com/post/576,ArabsNews
577,45391.00,2024,4,Alexandria,Religious,Charity campaign launched in Alexandria.,2782,101,317,https://example.com/post/577,ArabsNews
578,45570.00,2024,10,Alexandria,Religious,Prayer times updated for Alexandria.,4811,2814,1702,https://example.com/post/578,ArabsNews
579,45554.00,2024,9,Dubai,Tech,AI tech breakthrough reported.,3342,2479,299,https://example.com/post/579,ArabsNews
580,45608.00,2024,11,Dubai,Local News,New traffic rule enforced in Dubai.,4416,1620,2413,https://example.com/post/580,ArabsNews
581,45476.00,2024,7,Doha,Local News,Water supply disruption in Doha.,678,1484,1125,https://example.com/post/581,ArabsNews
582,45505.00,2024,8,Alexandria,Educational,Results declared for Alexandria exams.,4123,947,4044,https://example.com/post/582,ArabsNews
583,45758.00,2025,4,Riyadh,Local News,New traffic rule enforced in Riyadh.,654,93,1959,https://example.com/post/583,ArabsNews
584,45301.00,2024,1,Riyadh,Health,Vaccination drive starts in Riyadh.,9224,191,59,https://example.com/post/584,ArabsNews
585,45733.00,2025,3,Dubai,Educational,Workshop on AI held in Dubai.,1864,1024,3743,https://example.com/post/585,ArabsNews
586,45341.00,2024,2,Alexandria,Football,Fan reactions after Alexandria win.,1974,2231,496,https://example.com/post/586,ArabsNews
587,45498.00,2024,7,Cairo,Weather Alert,Storm warning issued in Cairo.,2359,790,3804,https://example.com/post/587,ArabsNews
588,45580.00,2024,10,Beirut,Health,New hospital opens in Beirut.,9447,374,2184,https://example.com/post/588,ArabsNews
589,45807.00,2025,5,Amman,Football,Top 5 goals of the week in Amman league.,1717,1265,4861,https://example.com/post/589,ArabsNews
590,45324.00,2024,2,Doha,Football,Fan reactions after Doha win.,7023,1075,3212,https://example.com/post/590,ArabsNews
591,45330.00,2024,2,Baghdad,Political,Election updates from Baghdad.,9893,816,2236,https://example.com/post/591,ArabsNews
592,45737.00,2025,3,Jeddah,Health,Health awareness campaign in Jeddah.,5678,2740,2430,https://example.com/post/592,ArabsNews
593,45731.00,2025,3,Riyadh,Religious,Event: Eid celebrations in Riyadh.,9434,2323,218,https://example.com/post/593,ArabsNews
594,45612.00,2024,11,Beirut,Football,Match result: Doha vs Cairo ended in a win.,1057,161,1016,https://example.com/post/594,ArabsNews
595,45293.00,2024,1,Jeddah,Educational,Results declared for Jeddah exams.,1875,350,4899,https://example.com/post/595,ArabsNews
596,45528.00,2024,8,Baghdad,Local News,Water supply disruption in Baghdad.,2698,2150,1004,https://example.com/post/596,ArabsNews
597,45292.00,2024,1,Jeddah,Local News,Market fire reported in Jeddah.,5454,1600,3269,https://example.com/post/597,ArabsNews
598,45541.00,2024,9,Riyadh,Entertainment,Concert announced in Riyadh.,4644,2599,3501,https://example.com/post/598,ArabsNews
599,45320.00,2024,1,Baghdad,Religious,Prayer times updated for Baghdad.,7017,2463,964,https://example.com/post/599,ArabsNews
600,45702.00,2025,2,Amman,Football,Match result: Amman vs Dubai ended in a draw.,4108,1056,3354,https://example.com/post/600,ArabsNews
601,45410.00,2024,4,Jeddah,Weather Alert,High temperatures expected in Jeddah.,7946,1597,2761,https://example.com/post/601,ArabsNews
602,45302.00,2024,1,Doha,Football,Match result: Beirut vs Riyadh ended in a loss.,2479,302,2979,https://example.com/post/602,ArabsNews
603,45525.00,2024,8,Amman,Tech,Launch event for Dubai held in Riyadh.,3565,762,4544,https://example.com/post/603,ArabsNews
604,45774.00,2025,4,Dubai,Educational,Results declared for Dubai exams.,1875,2771,4082,https://example.com/post/604,ArabsNews
605,45355.00,2024,3,Cairo,Political,New policy reform announced in Cairo.,7233,1773,4556,https://example.com/post/605,ArabsNews
606,45831.00,2025,6,Jeddah,Health,Vaccination drive starts in Jeddah.,8208,1963,2274,https://example.com/post/606,ArabsNews
607,45457.00,2024,6,Alexandria,Entertainment,Celebrity spotted in Alexandria.,1759,2178,1318,https://example.com/post/607,ArabsNews
608,45604.00,2024,11,Alexandria,Educational,Workshop on AI held in Alexandria.,7292,1464,1614,https://example.com/post/608,ArabsNews
609,45732.00,2025,3,Baghdad,Football,Top 5 goals of the week in Baghdad league.,1825,1246,4029,https://example.com/post/609,ArabsNews
610,45561.00,2024,9,Doha,Local News,Water supply disruption in Doha.,2454,1479,4718,https://example.com/post/610,ArabsNews
611,45822.00,2025,6,Beirut,Religious,Charity campaign launched in Beirut.,1811,142,451,https://example.com/post/611,ArabsNews
612,45589.00,2024,10,Alexandria,Weather Alert,Storm warning issued in Alexandria.,5747,807,484,https://example.com/post/612,ArabsNews
613,45804.00,2025,5,Amman,Football,Match result: Baghdad vs Riyadh ended in a draw.,7320,2126,4188,https://example.com/post/613,ArabsNews
614,45791.00,2025,5,Baghdad,Educational,Workshop on AI held in Baghdad.,7088,2773,4397,https://example.com/post/614,ArabsNews
615,45624.00,2024,11,Cairo,Health,Health awareness campaign in Cairo.,509,1816,4382,https://example.com/post/615,ArabsNews
616,45320.00,2024,1,Beirut,Health,Vaccination drive starts in Beirut.,9888,2671,1269,https://example.com/post/616,ArabsNews
617,45385.00,2024,4,Amman,Entertainment,Celebrity spotted in Amman.,910,607,1763,https://example.com/post/617,ArabsNews
618,45426.00,2024,5,Dubai,Entertainment,Concert announced in Dubai.,7647,2196,1059,https://example.com/post/618,ArabsNews
619,45462.00,2024,6,Amman,Local News,Market fire reported in Amman.,1252,2218,3108,https://example.com/post/619,ArabsNews
620,45589.00,2024,10,Riyadh,Educational,Scholarship applications open for Riyadh students.,9857,2743,4715,https://example.com/post/620,ArabsNews
621,45391.00,2024,4,Cairo,Local News,Market fire reported in Cairo.,6470,2087,2344,https://example.com/post/621,ArabsNews
622,45318.00,2024,1,Riyadh,Educational,Workshop on AI held in Riyadh.,5829,2162,2286,https://example.com/post/622,ArabsNews
623,45652.00,2024,12,Alexandria,Local News,New traffic rule enforced in Alexandria.,7601,89,395,https://example.com/post/623,ArabsNews
624,45351.00,2024,2,Alexandria,Entertainment,Concert announced in Alexandria.,9965,2832,1692,https://example.com/post/624,ArabsNews
625,45519.00,2024,8,Beirut,Political,New policy reform announced in Beirut.,4879,1587,1339,https://example.com/post/625,ArabsNews
626,45746.00,2025,3,Amman,Health,New hospital opens in Amman.,8955,51,1499,https://example.com/post/626,ArabsNews
627,45775.00,2025,4,Dubai,Religious,Prayer times updated for Dubai.,1838,2557,4697,https://example.com/post/627,ArabsNews
628,45632.00,2024,12,Amman,Football,Top 5 goals of the week in Amman league.,854,196,4994,https://example.com/post/628,ArabsNews
629,45740.00,2025,3,Beirut,Religious,Event: Eid celebrations in Beirut.,6617,377,4207,https://example.com/post/629,ArabsNews
630,45669.00,2025,1,Beirut,Entertainment,Movie trailer released: 'Beirut'.,3771,840,4369,https://example.com/post/630,ArabsNews
631,45538.00,2024,9,Cairo,Educational,Scholarship applications open for Cairo students.,7946,2378,329,https://example.com/post/631,ArabsNews
632,45490.00,2024,7,Alexandria,Political,Election updates from Alexandria.,1653,719,676,https://example.com/post/632,ArabsNews
633,45306.00,2024,1,Jeddah,Weather Alert,Storm warning issued in Jeddah.,464,2579,510,https://example.com/post/633,ArabsNews
634,45464.00,2024,6,Riyadh,Entertainment,Movie trailer released: 'Riyadh'.,1988,2705,3850,https://example.com/post/634,ArabsNews
635,45440.00,2024,5,Baghdad,Weather Alert,Storm warning issued in Baghdad.,1653,309,344,https://example.com/post/635,ArabsNews
636,45687.00,2025,1,Amman,Entertainment,Concert announced in Amman.,3110,1446,2021,https://example.com/post/636,ArabsNews
637,45583.00,2024,10,Amman,Educational,Workshop on AI held in Amman.,7234,634,4542,https://example.com/post/637,ArabsNews
638,45606.00,2024,11,Amman,Political,Election updates from Amman.,3386,31,1496,https://example.com/post/638,ArabsNews
639,45603.00,2024,11,Baghdad,Football,Fan reactions after Baghdad win.,995,2284,454,https://example.com/post/639,ArabsNews
640,45429.00,2024,5,Riyadh,Football,Fan reactions after Riyadh win.,4443,148,1551,https://example.com/post/640,ArabsNews
641,45337.00,2024,2,Jeddah,Educational,Workshop on AI held in Jeddah.,1919,1505,1417,https://example.com/post/641,ArabsNews
642,45770.00,2025,4,Beirut,Educational,Results declared for Beirut exams.,5192,2892,2537,https://example.com/post/642,ArabsNews
643,45801.00,2025,5,Cairo,Weather Alert,High temperatures expected in Cairo.,9593,1323,463,https://example.com/post/643,ArabsNews
644,45461.00,2024,6,Beirut,Weather Alert,Rainfall forecast updated.,932,2222,675,https://example.com/post/644,ArabsNews
645,45342.00,2024,2,Alexandria,Health,Vaccination drive starts in Alexandria.,4373,1075,3307,https://example.com/post/645,ArabsNews
646,45412.00,2024,4,Cairo,Political,Government decision sparks debate in Cairo.,2224,2898,2445,https://example.com/post/646,ArabsNews
647,45503.00,2024,7,Doha,Football,Fan reactions after Doha win.,186,271,3135,https://example.com/post/647,ArabsNews
648,45547.00,2024,9,Doha,Political,New policy reform announced in Doha.,8962,1583,3969,https://example.com/post/648,ArabsNews
649,45487.00,2024,7,Jeddah,Football,Match result: Doha vs Baghdad ended in a win.,2733,1188,3637,https://example.com/post/649,ArabsNews
650,45782.00,2025,5,Jeddah,Tech,Launch event for Beirut held in Baghdad.,8169,51,3811,https://example.com/post/650,ArabsNews
651,45670.00,2025,1,Alexandria,Political,Election updates from Alexandria.,3913,378,963,https://example.com/post/651,ArabsNews
652,45668.00,2025,1,Riyadh,Football,Top 5 goals of the week in Riyadh league.,8696,1023,2813,https://example.com/post/652,ArabsNews
653,45664.00,2025,1,Jeddah,Tech,Top 5 gadgets of 2025.,4409,2259,2285,https://example.com/post/653,ArabsNews
654,45334.00,2024,2,Beirut,Health,New hospital opens in Beirut.,9759,1652,61,https://example.com/post/654,ArabsNews
655,45815.00,2025,6,Beirut,Football,Match result: Riyadh vs Amman ended in a loss.,7134,2181,2716,https://example.com/post/655,ArabsNews
656,45542.00,2024,9,Dubai,Religious,Prayer times updated for Dubai.,8605,1089,3355,https://example.com/post/656,ArabsNews
657,45825.00,2025,6,Jeddah,Health,New hospital opens in Jeddah.,9586,674,4654,https://example.com/post/657,ArabsNews
658,45392.00,2024,4,Amman,Religious,Charity campaign launched in Amman.,3306,358,2289,https://example.com/post/658,ArabsNews
659,45295.00,2024,1,Dubai,Football,Match result: Amman vs Riyadh ended in a win.,1630,2039,3016,https://example.com/post/659,ArabsNews
660,45577.00,2024,10,Amman,Entertainment,Celebrity spotted in Amman.,4472,2566,3345,https://example.com/post/660,ArabsNews
661,45483.00,2024,7,Dubai,Religious,Charity campaign launched in Dubai.,3159,828,4170,https://example.com/post/661,ArabsNews
662,45727.00,2025,3,Jeddah,Local News,New traffic rule enforced in Jeddah.,3026,2666,574,https://example.com/post/662,ArabsNews
663,45483.00,2024,7,Cairo,Local News,Market fire reported in Cairo.,1177,245,778,https://example.com/post/663,ArabsNews
664,45386.00,2024,4,Amman,Health,Health awareness campaign in Amman.,4379,1720,3604,https://example.com/post/664,ArabsNews
665,45659.00,2025,1,Beirut,Tech,Top 5 gadgets of 2025.,4868,2068,3646,https://example.com/post/665,ArabsNews
666,45422.00,2024,5,Alexandria,Health,New hospital opens in Alexandria.,8125,1287,3882,https://example.com/post/666,ArabsNews
667,45494.00,2024,7,Doha,Political,New policy reform announced in Doha.,8501,1480,509,https://example.com/post/667,ArabsNews
668,45793.00,2025,5,Riyadh,Religious,Event: Eid celebrations in Riyadh.,6601,673,3822,https://example.com/post/668,ArabsNews
669,45784.00,2025,5,Alexandria,Political,Election updates from Alexandria.,6832,1473,3161,https://example.com/post/669,ArabsNews
670,45519.00,2024,8,Baghdad,Local News,Water supply disruption in Baghdad.,638,1376,1322,https://example.com/post/670,ArabsNews
671,45294.00,2024,1,Amman,Health,Health awareness campaign in Amman.,7657,1866,300,https://example.com/post/671,ArabsNews
672,45465.00,2024,6,Jeddah,Weather Alert,Storm warning issued in Jeddah.,8285,2700,3528,https://example.com/post/672,ArabsNews
673,45567.00,2024,10,Doha,Health,Health awareness campaign in Doha.,6936,1879,1904,https://example.com/post/673,ArabsNews
674,45435.00,2024,5,Doha,Health,Vaccination drive starts in Doha.,265,1639,484,https://example.com/post/674,ArabsNews
